article,wikipedia-url,wikidata-id,OSM-tag
"Washington, D.C.",http://en.wikipedia.org/wiki/Washington%2C_D.C.,61,region
"University of California, Irvine",http://en.wikipedia.org/wiki/University_of_California%2C_Irvine,868421,university
Himalayas,http://en.wikipedia.org/wiki/Himalayas,5451,ridge
San Fernando Valley,http://en.wikipedia.org/wiki/San_Fernando_Valley,816843,region
"Oakland, California",http://en.wikipedia.org/wiki/Oakland%2C_California,17042,city
Love Canal,http://en.wikipedia.org/wiki/Love_Canal,1872409,neighbourhood
King's College London,http://en.wikipedia.org/wiki/King%27s_College_London,245247,university
Cleveland,http://en.wikipedia.org/wiki/Cleveland,37320,city
Southampton,http://en.wikipedia.org/wiki/Southampton,79848,city
"Cambridge, Massachusetts",http://en.wikipedia.org/wiki/Cambridge%2C_Massachusetts,49111,city
Lawrence Berkeley National Laboratory,http://en.wikipedia.org/wiki/Lawrence_Berkeley_National_Laboratory,1133630,research
Indore,http://en.wikipedia.org/wiki/Indore,66616,city
Majorca,http://en.wikipedia.org/wiki/Majorca,8828,island
Pennsylvania Station (New York City),http://en.wikipedia.org/wiki/Pennsylvania_Station_%28New_York_City%29,54451,station
"Lexington, Kentucky",http://en.wikipedia.org/wiki/Lexington%2C_Kentucky,49241,city
Levi's Stadium,http://en.wikipedia.org/wiki/Levi%27s_Stadium,7419343,stadium
"Arlington County, Virginia",http://en.wikipedia.org/wiki/Arlington_County%2C_Virginia,107126,county
Texas A&M University,http://en.wikipedia.org/wiki/Texas_A%26M_University,49212,university
Biltmore Estate,http://en.wikipedia.org/wiki/Biltmore_Estate,585521,attraction
San Francisco Bay Area,http://en.wikipedia.org/wiki/San_Francisco_Bay_Area,213205,region
Buckinghamshire,http://en.wikipedia.org/wiki/Buckinghamshire,23229,county
Chicago metropolitan area,http://en.wikipedia.org/wiki/Chicago_metropolitan_area,1754965,region
Graceland,http://en.wikipedia.org/wiki/Graceland,545360,attraction
Chrysler Building,http://en.wikipedia.org/wiki/Chrysler_Building,11274,attraction
Oahu,http://en.wikipedia.org/wiki/Oahu,131347,island
West Bengal,http://en.wikipedia.org/wiki/West_Bengal,1356,state
"Palo Alto, California",http://en.wikipedia.org/wiki/Palo_Alto%2C_California,47265,city
University of Illinois at Urbana–Champaign,http://en.wikipedia.org/wiki/University_of_Illinois_at_Urbana%E2%80%93Champaign,457281,university
Michigan Stadium,http://en.wikipedia.org/wiki/Michigan_Stadium,1640118,stadium
Westminster Abbey,http://en.wikipedia.org/wiki/Westminster_Abbey,5933,place_of_worship
Playboy Mansion,http://en.wikipedia.org/wiki/Playboy_Mansion,1783719,attraction
Ohio,http://en.wikipedia.org/wiki/Ohio,1397,state
Mayo Clinic,http://en.wikipedia.org/wiki/Mayo_Clinic,1130172,hospital
Bermuda Triangle,http://en.wikipedia.org/wiki/Bermuda_Triangle,43708,region
Denver International Airport,http://en.wikipedia.org/wiki/Denver_International_Airport,330015,aerodrome
Vietnam Veterans Memorial,http://en.wikipedia.org/wiki/Vietnam_Veterans_Memorial,713628,memorial
"Bel Air, Los Angeles",http://en.wikipedia.org/wiki/Bel_Air%2C_Los_Angeles,86768,neighbourhood
University of Wisconsin–Madison,http://en.wikipedia.org/wiki/University_of_Wisconsin%E2%80%93Madison,838330,university
Utah,http://en.wikipedia.org/wiki/Utah,829,state
Harvard University,http://en.wikipedia.org/wiki/Harvard_University,13371,university
"Dayton, Ohio",http://en.wikipedia.org/wiki/Dayton%2C_Ohio,34739,city
Tijuana,http://en.wikipedia.org/wiki/Tijuana,124739,city
Yellowstone Caldera,http://en.wikipedia.org/wiki/Yellowstone_Caldera,650836,volcano
Princeton University,http://en.wikipedia.org/wiki/Princeton_University,21578,university
Padmanabhaswamy Temple,http://en.wikipedia.org/wiki/Padmanabhaswamy_Temple,1473969,place_of_worship
"Jamestown, Virginia",http://en.wikipedia.org/wiki/Jamestown%2C_Virginia,323813,town
7 World Trade Center,http://en.wikipedia.org/wiki/7_World_Trade_Center,270066,attraction
Washington Monument,http://en.wikipedia.org/wiki/Washington_Monument,178114,monument
Mount McKinley,http://en.wikipedia.org/wiki/Mount_McKinley,130018,peak
Florida,http://en.wikipedia.org/wiki/Florida,812,state
Cedar Point,http://en.wikipedia.org/wiki/Cedar_Point,859230,theme_park
Sundarbans,http://en.wikipedia.org/wiki/Sundarbans,4526,forest
Flathead Lake,http://en.wikipedia.org/wiki/Flathead_Lake,1427364,lake
Detroit,http://en.wikipedia.org/wiki/Detroit,12439,city
"Gainesville, Florida",http://en.wikipedia.org/wiki/Gainesville%2C_Florida,487999,city
"San Jose, California",http://en.wikipedia.org/wiki/San_Jose%2C_California,16553,city
California,http://en.wikipedia.org/wiki/California,99,state
"Pasadena, California",http://en.wikipedia.org/wiki/Pasadena%2C_California,485176,city
"Grand Rapids, Michigan",http://en.wikipedia.org/wiki/Grand_Rapids%2C_Michigan,184587,city
Odisha,http://en.wikipedia.org/wiki/Odisha,22048,state
Sydney,http://en.wikipedia.org/wiki/Sydney,3130,city
Tripura,http://en.wikipedia.org/wiki/Tripura,1363,state
Purdue University,http://en.wikipedia.org/wiki/Purdue_University,217741,university
English Channel,http://en.wikipedia.org/wiki/English_Channel,34640,sea
Library of Congress,http://en.wikipedia.org/wiki/Library_of_Congress,131454,library
Andorra,http://en.wikipedia.org/wiki/Andorra,228,country
Michigan,http://en.wikipedia.org/wiki/Michigan,1166,state
AT&T Stadium,http://en.wikipedia.org/wiki/AT%26T_Stadium,838284,stadium
Faroe Islands,http://en.wikipedia.org/wiki/Faroe_Islands,4628,country
Allahabad,http://en.wikipedia.org/wiki/Allahabad,162442,city
"Wilmington, Delaware",http://en.wikipedia.org/wiki/Wilmington%2C_Delaware,174224,city
Nevada,http://en.wikipedia.org/wiki/Nevada,1227,state
Mississippi River,http://en.wikipedia.org/wiki/Mississippi_River,1497,river
Principality of Sealand,http://en.wikipedia.org/wiki/Principality_of_Sealand,13706,offshore_platform
Nova Scotia,http://en.wikipedia.org/wiki/Nova_Scotia,1952,state
"University of California, Berkeley",http://en.wikipedia.org/wiki/University_of_California%2C_Berkeley,168756,university
"Richmond, Virginia",http://en.wikipedia.org/wiki/Richmond%2C_Virginia,43421,city
Southern United States,http://en.wikipedia.org/wiki/Southern_United_States,49042,region
"New Haven, Connecticut",http://en.wikipedia.org/wiki/New_Haven%2C_Connecticut,49145,city
Silicon Valley,http://en.wikipedia.org/wiki/Silicon_Valley,163820,region
Cascade Range,http://en.wikipedia.org/wiki/Cascade_Range,4558,ridge
Robert F. Kennedy Memorial Stadium,http://en.wikipedia.org/wiki/Robert_F._Kennedy_Memorial_Stadium,153312,stadium
Trafalgar Square,http://en.wikipedia.org/wiki/Trafalgar_Square,129143,attraction
Chennai,http://en.wikipedia.org/wiki/Chennai,1352,city
Toronto Pearson International Airport,http://en.wikipedia.org/wiki/Toronto_Pearson_International_Airport,242066,aerodrome
Cincinnati,http://en.wikipedia.org/wiki/Cincinnati,43196,city
New York,http://en.wikipedia.org/wiki/New_York,1384,state
Kentucky,http://en.wikipedia.org/wiki/Kentucky,1603,state
Wembley Stadium,http://en.wikipedia.org/wiki/Wembley_Stadium,128468,stadium
"Oakville, Washington",http://en.wikipedia.org/wiki/Oakville%2C_Washington,1510905,city
Leicester,http://en.wikipedia.org/wiki/Leicester,83065,city
Fifth Avenue,http://en.wikipedia.org/wiki/Fifth_Avenue,109858,road
"Phoenix, Arizona",http://en.wikipedia.org/wiki/Phoenix%2C_Arizona,16556,city
Georgia Institute of Technology,http://en.wikipedia.org/wiki/Georgia_Institute_of_Technology,864855,university
LaGuardia Airport,http://en.wikipedia.org/wiki/LaGuardia_Airport,319654,aerodrome
Magic Kingdom,http://en.wikipedia.org/wiki/Magic_Kingdom,1324340,theme_park
Wisconsin,http://en.wikipedia.org/wiki/Wisconsin,1537,state
University of Notre Dame,http://en.wikipedia.org/wiki/University_of_Notre_Dame,178848,university
Antilia (building),http://en.wikipedia.org/wiki/Antilia_%28building%29,576952,attraction
Hollywood Sign,http://en.wikipedia.org/wiki/Hollywood_Sign,180376,attraction
Duke University,http://en.wikipedia.org/wiki/Duke_University,168751,university
"Punjab, India",http://en.wikipedia.org/wiki/Punjab%2C_India,22424,state
Madhya Pradesh,http://en.wikipedia.org/wiki/Madhya_Pradesh,1188,state
Kerala,http://en.wikipedia.org/wiki/Kerala,1186,state
"Charlotte, North Carolina",http://en.wikipedia.org/wiki/Charlotte%2C_North_Carolina,16565,city
University of Virginia,http://en.wikipedia.org/wiki/University_of_Virginia,213439,university
"Oso, Washington",http://en.wikipedia.org/wiki/Oso%2C_Washington,1510467,town
Lombard Street (San Francisco),http://en.wikipedia.org/wiki/Lombard_Street_%28San_Francisco%29,930276,road
"Fort Collins, Colorado",http://en.wikipedia.org/wiki/Fort_Collins%2C_Colorado,490732,city
Columbia University,http://en.wikipedia.org/wiki/Columbia_University,49088,university
Pune,http://en.wikipedia.org/wiki/Pune,1538,city
"Venice, Los Angeles",http://en.wikipedia.org/wiki/Venice%2C_Los_Angeles,773853,neighbourhood
Flatiron Building,http://en.wikipedia.org/wiki/Flatiron_Building,220728,attraction
Annapurna,http://en.wikipedia.org/wiki/Annapurna,159621,ridge
Johnston Atoll,http://en.wikipedia.org/wiki/Johnston_Atoll,131008,island
Ecuador,http://en.wikipedia.org/wiki/Ecuador,736,country
"Boise, Idaho",http://en.wikipedia.org/wiki/Boise%2C_Idaho,35775,city
University of Manchester,http://en.wikipedia.org/wiki/University_of_Manchester,230899,university
Georgia Guidestones,http://en.wikipedia.org/wiki/Georgia_Guidestones,958391,monument
Alcatraz Island,http://en.wikipedia.org/wiki/Alcatraz_Island,131354,island
Aberdeen,http://en.wikipedia.org/wiki/Aberdeen,36405,city
"Montgomery, Alabama",http://en.wikipedia.org/wiki/Montgomery%2C_Alabama,29364,city
Windsor Castle,http://en.wikipedia.org/wiki/Windsor_Castle,42646,castle
Crater Lake,http://en.wikipedia.org/wiki/Crater_Lake,329266,lake
Greater Toronto Area,http://en.wikipedia.org/wiki/Greater_Toronto_Area,1024624,region
"University of California, Davis",http://en.wikipedia.org/wiki/University_of_California%2C_Davis,129421,university
"Santa Catalina Island, California",http://en.wikipedia.org/wiki/Santa_Catalina_Island%2C_California,845229,island
Bill Gates's house,http://en.wikipedia.org/wiki/Bill_Gates%27s_house,371973,attraction
Rio Grande,http://en.wikipedia.org/wiki/Rio_Grande,160636,river
St. Louis,http://en.wikipedia.org/wiki/St._Louis,38022,city
"Anaheim, California",http://en.wikipedia.org/wiki/Anaheim%2C_California,49247,city
Lake Erie,http://en.wikipedia.org/wiki/Lake_Erie,5492,lake
"Galveston, Texas",http://en.wikipedia.org/wiki/Galveston%2C_Texas,135744,city
Rock and Roll Hall of Fame,http://en.wikipedia.org/wiki/Rock_and_Roll_Hall_of_Fame,179191,museum
Three World Trade Center,http://en.wikipedia.org/wiki/Three_World_Trade_Center,941908,attraction
Coventry,http://en.wikipedia.org/wiki/Coventry,6225,city
San Diego,http://en.wikipedia.org/wiki/San_Diego,16552,city
Chhatrapati Shivaji International Airport,http://en.wikipedia.org/wiki/Chhatrapati_Shivaji_International_Airport,504368,aerodrome
Mount St. Helens,http://en.wikipedia.org/wiki/Mount_St._Helens,4675,volcano
Oman,http://en.wikipedia.org/wiki/Oman,842,country
Maryland,http://en.wikipedia.org/wiki/Maryland,1391,state
San Quentin State Prison,http://en.wikipedia.org/wiki/San_Quentin_State_Prison,912407,prison
"Asheville, North Carolina",http://en.wikipedia.org/wiki/Asheville%2C_North_Carolina,648501,city
Muscle Shoals Sound Studio,http://en.wikipedia.org/wiki/Muscle_Shoals_Sound_Studio,679366,attraction
Maharashtra,http://en.wikipedia.org/wiki/Maharashtra,1191,state
Great Britain,http://en.wikipedia.org/wiki/Great_Britain,23666,island
Stone Mountain,http://en.wikipedia.org/wiki/Stone_Mountain,609700,peak
Pondicherry,http://en.wikipedia.org/wiki/Pondicherry,639421,city
Scottish Highlands,http://en.wikipedia.org/wiki/Scottish_Highlands,106652,region
Ellis Island,http://en.wikipedia.org/wiki/Ellis_Island,202175,island
North Dakota,http://en.wikipedia.org/wiki/North_Dakota,1207,state
Bell Labs,http://en.wikipedia.org/wiki/Bell_Labs,217365,research
"Durham, North Carolina",http://en.wikipedia.org/wiki/Durham%2C_North_Carolina,49229,city
Rashtrapati Bhavan,http://en.wikipedia.org/wiki/Rashtrapati_Bhavan,677555,government
ADX Florence,http://en.wikipedia.org/wiki/ADX_Florence,75721,prison
House of Lords,http://en.wikipedia.org/wiki/House_of_Lords,11007,government
University of Texas at Austin,http://en.wikipedia.org/wiki/University_of_Texas_at_Austin,49213,university
India,http://en.wikipedia.org/wiki/India,668,country
Dallas,http://en.wikipedia.org/wiki/Dallas,16557,city
"Tallahassee, Florida",http://en.wikipedia.org/wiki/Tallahassee%2C_Florida,37043,city
Meenakshi Amman Temple,http://en.wikipedia.org/wiki/Meenakshi_Amman_Temple,1424358,place_of_worship
Columbia River,http://en.wikipedia.org/wiki/Columbia_River,2251,river
"Scottsdale, Arizona",http://en.wikipedia.org/wiki/Scottsdale%2C_Arizona,49221,city
Ronald Reagan Washington National Airport,http://en.wikipedia.org/wiki/Ronald_Reagan_Washington_National_Airport,676576,aerodrome
Lake Michigan,http://en.wikipedia.org/wiki/Lake_Michigan,1169,lake
Martha's Vineyard,http://en.wikipedia.org/wiki/Martha%27s_Vineyard,49148,island
Bihar,http://en.wikipedia.org/wiki/Bihar,1165,state
Yamuna,http://en.wikipedia.org/wiki/Yamuna,132726,river
Nottingham,http://en.wikipedia.org/wiki/Nottingham,41262,city
University of Michigan,http://en.wikipedia.org/wiki/University_of_Michigan,230492,university
Tower Bridge,http://en.wikipedia.org/wiki/Tower_Bridge,83125,bridge
Willis Tower,http://en.wikipedia.org/wiki/Willis_Tower,29294,attraction
Rice University,http://en.wikipedia.org/wiki/Rice_University,842909,university
Wrigley Field,http://en.wikipedia.org/wiki/Wrigley_Field,1052807,stadium
Borneo,http://en.wikipedia.org/wiki/Borneo,36117,island
Monument Valley,http://en.wikipedia.org/wiki/Monument_Valley,192017,region
Zion National Park,http://en.wikipedia.org/wiki/Zion_National_Park,205325,national_park
Papua New Guinea,http://en.wikipedia.org/wiki/Papua_New_Guinea,691,country
Thiruvananthapuram,http://en.wikipedia.org/wiki/Thiruvananthapuram,167715,city
"University of California, Los Angeles",http://en.wikipedia.org/wiki/University_of_California%2C_Los_Angeles,174710,university
Mississauga,http://en.wikipedia.org/wiki/Mississauga,50816,city
Half Dome,http://en.wikipedia.org/wiki/Half_Dome,925252,peak
Appalachia,http://en.wikipedia.org/wiki/Appalachia,2673740,region
Las Vegas Strip,http://en.wikipedia.org/wiki/Las_Vegas_Strip,745608,road
"Darrington, Washington",http://en.wikipedia.org/wiki/Darrington%2C_Washington,1507497,town
Ghoramara Island,http://en.wikipedia.org/wiki/Ghoramara_Island,4231772,island
Arizona,http://en.wikipedia.org/wiki/Arizona,816,state
Virginia Tech,http://en.wikipedia.org/wiki/Virginia_Tech,65379,university
Mysore,http://en.wikipedia.org/wiki/Mysore,10086,city
"Isla Vista, California",http://en.wikipedia.org/wiki/Isla_Vista%2C_California,1674054,town
Denver,http://en.wikipedia.org/wiki/Denver,16554,city
West Virginia,http://en.wikipedia.org/wiki/West_Virginia,1371,state
Miami,http://en.wikipedia.org/wiki/Miami,8652,city
Greenwich Village,http://en.wikipedia.org/wiki/Greenwich_Village,205380,neighbourhood
Yellowstone National Park,http://en.wikipedia.org/wiki/Yellowstone_National_Park,351,national_park
"Hamilton, Ontario",http://en.wikipedia.org/wiki/Hamilton%2C_Ontario,133116,city
George Bush Intercontinental Airport,http://en.wikipedia.org/wiki/George_Bush_Intercontinental_Airport,744748,aerodrome
Bangladesh,http://en.wikipedia.org/wiki/Bangladesh,902,country
"Miami Beach, Florida",http://en.wikipedia.org/wiki/Miami_Beach%2C_Florida,201516,city
Vadodara,http://en.wikipedia.org/wiki/Vadodara,11909,city
"Charlottesville, Virginia",http://en.wikipedia.org/wiki/Charlottesville%2C_Virginia,123766,city
Walt Disney World,http://en.wikipedia.org/wiki/Walt_Disney_World,206859,theme_park
Western Ghats,http://en.wikipedia.org/wiki/Western_Ghats,4527,ridge
"Chattanooga, Tennessee",http://en.wikipedia.org/wiki/Chattanooga%2C_Tennessee,186702,city
Monte Carlo,http://en.wikipedia.org/wiki/Monte_Carlo,45240,region
The New School,http://en.wikipedia.org/wiki/The_New_School,599316,university
Great Salt Lake,http://en.wikipedia.org/wiki/Great_Salt_Lake,178741,lake
York,http://en.wikipedia.org/wiki/York,42462,city
Mason–Dixon line,http://en.wikipedia.org/wiki/Mason%E2%80%93Dixon_line,530472,boundary
Minneapolis–Saint Paul,http://en.wikipedia.org/wiki/Minneapolis%E2%80%93Saint_Paul,1480013,region
Midtown Manhattan,http://en.wikipedia.org/wiki/Midtown_Manhattan,11249,neighbourhood
Moulin Rouge,http://en.wikipedia.org/wiki/Moulin_Rouge,151030,theatre
Mauna Kea,http://en.wikipedia.org/wiki/Mauna_Kea,131230,volcano
Qutb Minar,http://en.wikipedia.org/wiki/Qutb_Minar,187635,monument
Michigan State University,http://en.wikipedia.org/wiki/Michigan_State_University,270222,university
"7, Race Course Road",http://en.wikipedia.org/wiki/7%2C_Race_Course_Road,2030145,government
"University of California, San Diego",http://en.wikipedia.org/wiki/University_of_California%2C_San_Diego,622664,university
Boston University,http://en.wikipedia.org/wiki/Boston_University,49110,university
Rameswaram,http://en.wikipedia.org/wiki/Rameswaram,1435144,town
"Knoxville, Tennessee",http://en.wikipedia.org/wiki/Knoxville%2C_Tennessee,185582,city
Kennedy Space Center,http://en.wikipedia.org/wiki/Kennedy_Space_Center,48821,government
San Francisco–Oakland Bay Bridge,http://en.wikipedia.org/wiki/San_Francisco%E2%80%93Oakland_Bay_Bridge,771404,bridge
"Sioux Falls, South Dakota",http://en.wikipedia.org/wiki/Sioux_Falls%2C_South_Dakota,131335,city
Atlanta,http://en.wikipedia.org/wiki/Atlanta,23556,city
"Madison, Wisconsin",http://en.wikipedia.org/wiki/Madison%2C_Wisconsin,43788,city
Pittsburgh,http://en.wikipedia.org/wiki/Pittsburgh,1342,city
"Santa Monica, California",http://en.wikipedia.org/wiki/Santa_Monica%2C_California,47164,city
Ciudad Juárez,http://en.wikipedia.org/wiki/Ciudad_Ju%C3%A1rez,26590,city
Erie Canal,http://en.wikipedia.org/wiki/Erie_Canal,459578,canal
Georgetown University,http://en.wikipedia.org/wiki/Georgetown_University,333886,university
Big Ben,http://en.wikipedia.org/wiki/Big_Ben,41225,attraction
Vancouver,http://en.wikipedia.org/wiki/Vancouver,24639,city
Idaho,http://en.wikipedia.org/wiki/Idaho,1221,state
"Atlantic City, New Jersey",http://en.wikipedia.org/wiki/Atlantic_City%2C_New_Jersey,139564,city
"Yonkers, New York",http://en.wikipedia.org/wiki/Yonkers%2C_New_York,128114,city
Adam's Bridge,http://en.wikipedia.org/wiki/Adam%27s_Bridge,201743,bridge
Fort Sumter,http://en.wikipedia.org/wiki/Fort_Sumter,737517,shoal
Daryaganj,http://en.wikipedia.org/wiki/Daryaganj,5226121,neighbourhood
Cloud Gate,http://en.wikipedia.org/wiki/Cloud_Gate,589099,attraction
Exeter,http://en.wikipedia.org/wiki/Exeter,134672,city
"Jagannath Temple, Puri",http://en.wikipedia.org/wiki/Jagannath_Temple%2C_Puri,1678260,place_of_worship
Tennessee,http://en.wikipedia.org/wiki/Tennessee,1509,state
Normandy,http://en.wikipedia.org/wiki/Normandy,15878,region
The Forum (Inglewood),http://en.wikipedia.org/wiki/The_Forum_%28Inglewood%29,639129,stadium
"Columbia, South Carolina",http://en.wikipedia.org/wiki/Columbia%2C_South_Carolina,38453,city
"Arlington, Washington",http://en.wikipedia.org/wiki/Arlington%2C_Washington,1055866,city
Candlestick Park,http://en.wikipedia.org/wiki/Candlestick_Park,1033076,stadium
University of Southern California,http://en.wikipedia.org/wiki/University_of_Southern_California,4614,university
Balearic Islands,http://en.wikipedia.org/wiki/Balearic_Islands,5765,state
Brihadeeswarar Temple,http://en.wikipedia.org/wiki/Brihadeeswarar_Temple,916943,place_of_worship
Arkansas,http://en.wikipedia.org/wiki/Arkansas,1612,state
Brahmaputra River,http://en.wikipedia.org/wiki/Brahmaputra_River,45403,river
"Sarasota, Florida",http://en.wikipedia.org/wiki/Sarasota%2C_Florida,491540,city
"Albany, New York",http://en.wikipedia.org/wiki/Albany%2C_New_York,24861,city
"Syracuse, New York",http://en.wikipedia.org/wiki/Syracuse%2C_New_York,128069,city
Lindisfarne,http://en.wikipedia.org/wiki/Lindisfarne,213804,island
"Long Beach, California",http://en.wikipedia.org/wiki/Long_Beach%2C_California,16739,city
Great Lakes,http://en.wikipedia.org/wiki/Great_Lakes,7347,region
Chesapeake Bay,http://en.wikipedia.org/wiki/Chesapeake_Bay,216868,bay
Deccan Plateau,http://en.wikipedia.org/wiki/Deccan_Plateau,169966,region
